stop_name,lat_wgs84,lon_wgs84,station_id,gtfs_stop_ids
"St-Triphon, Les Andonces",46.288508,6.970352,,8509508:B
"St-Triphon, gare",46.279013,6.973326,,8508300:Y
"Bex, L'Allex",46.247318,7.012671,,8510332:I
"Bex, Résidence",46.247944,7.022334,,8579970:O
"Bex, Le Châtel",46.235543,7.025812,,8582114:B
"Bex, bif. Salaz",46.270772,7.016088,,8570641:E
"Bex, Stand",46.245442,7.014965,,8512360:A
"Bex, La Ruaz",46.252981,7.007745,,8511111:C
"Bex, route de Rivarotte",46.249281,7.005256,,8512361:A
"Bex, La Pelouse",46.232445,7.008051,,8510330:B
"Bex, Vasselin",46.225229,7.016804,,8510409:C
"Bex, La Pâtissière",46.230483,7.027134,,8510410:K
"Bex, Les Besses",46.230561,7.014818,,8510331:A
"Bex, Grand Chêne",46.233922,7.01374,,8510408:G
"Bex, rte de Chiètres",46.236861,7.009437,,8510407:Y
"Chesières, Les Ecovets",46.302341,7.027185,,8510592:U
"Chesières, La Bercière",46.301205,7.029011,,8510591:A
"Chesières, Cornuit",46.300814,7.035296,,8510590:S
"Chesières, La Prairie",46.301946,7.038327,,8511065:A
"Chesières, Cormanon",46.302858,7.040798,,8510226:R
"Chesières, Crêt des Nex",46.304155,7.046394,,8510225:I
"Chesières, Chavasses",46.303535,7.050922,,8510224:B
"Villars-sur-Ollon, tennis",46.295652,7.061654,,8510705:B
"Villars-sur-Ollon, temple",46.300278,7.051913,,8579126:Y
"Villars-sur-Ollon, patinoire",46.297816,7.052735,,8510589:S
"Alpe des Chaux, Combe du Scex",46.291265,7.093581,,8510576:A
"Alpe des Chaux, Ptes Maraîches",46.29065,7.098451,,8510626:D
"Alpe des Chaux, Frience",46.290447,7.102657,,8510577:E
"Alpe des Chaux, Les Fracherets",46.289556,7.099522,,8510578:Y
"Alpe des Chaux, Les Outanes",46.28895,7.095685,,8510579:W
"Alpe des Chaux, Aiguerousse",46.288519,7.098763,,8510580:W
"Alpe des Chaux, Les Arsets",46.287121,7.097461,,8510581:S
"Alpe des Chaux, Les Verneys",46.286608,7.094675,,8510582:R
"Alpe des Chaux, Les Ernets",46.284855,7.097813,,8510583:O
"Gryon, bifurcation Cergnement",46.28254,7.099748,,8501703:K
"Gryon, Les Châbles",46.282276,7.093002,,8501708:J
"Gryon, Le Closel",46.282992,7.08594,,8510585:G
"Gryon, Les Roseyres",46.28391,7.083144,,8501710:F
"Gryon, télécabine",46.283593,7.076944,,8579116:A
"Arveyes, Regina",46.291144,7.058895,,8510587:F
"Villars-sur-Ollon, Le Bristol",46.292627,7.055744,,8510588:H
"Gryon, Sereunex",46.280127,7.069166,,8510786:T
"Gryon, gare",46.273862,7.06065,,8510785:A
"Epagny, Les Gottes",46.590361,7.08432,,8504884:
"Epagny, Motel",46.59389,7.079468,,8504919:
"La Tour-de-Trême, Le Closalet",46.601824,7.074021,,8593286:
"La Tour-de-Trême, Le Pra",46.605672,7.068964,,8593287
"La Tour-de-Trême, Centre",46.608759,7.065594,,8577731:
"La Tour-de-Trême, St-Michel",46.611704,7.061648,,8593288
"Bulle, jardin Anglais",46.613642,7.05965,,8577730
"Bulle, St-Denis",46.615752,7.057434,,8593282:
"Bulle, Place des Alpes",46.617025,7.056873,,8593281:
"Bulle, Place du Taureau",46.618311,7.055531,,8510867
"Bulle, Place de la Gare",46.619957,7.053901,,8593280:B
"Bulle, Château-d'en-Bas",46.622881,7.056648,,8504912:
"Bulle, Cimetière",46.624367,7.058925,,8593275
"Bulle, Champ-Francey",46.628324,7.059652,,8508330
"Bulle, Le Terraillet",46.630528,7.060758,,8593278:
"Riaz, Champy",46.636469,7.060653,,8588535:
"Riaz, Centre",46.641341,7.062356,,8593290:
"Riaz, Hôpital",46.641488,7.059335,,8577779
"Riaz, CO",46.644765,7.06523,,8503435:
"Vuadens, Le Maupas",46.621006,7.01125,,8507598
"Vuadens, Les Kâ",46.618727,7.013717,,8507596:
"Vuadens, gare",46.617608,7.020156,,8593291:
"Vuadens, St-Vincent",46.617974,7.024619,,8593293:
"Vuadens, Le Dally",46.61547,7.031137,,8593292:
"Bulle, Part-Dieu",46.613413,7.039226,,8510866
"Bulle, St-Joseph",46.613838,7.04494,,8506324
"Bulle, Espace Gruyère",46.614507,7.048209,,8593277
"Bulle, Côte du Moulin",46.615405,7.052775,,8593276
"Bulle, Pierre-Alex",46.622128,7.060257,,8593279:
"Bulle, Pré-Vert",46.620916,7.06084,,8593283:
"Bulle, Palud",46.622272,7.065779,,8593485:
"Bulle, Verdel",46.624873,7.065969,,8500238:
"Bulle, Chalamala",46.622443,7.068854,,8504913
"Bulle, Jéricho",46.622891,7.076233,,8504914
"Morlon, La Croix",46.62309,7.079443,,8504915
"Morlon, En Perrey",46.624543,7.083664,,8588830
"Morlon, école/lac",46.626818,7.08684,,8577739
"Morlon, Eglise",46.627642,7.087512,,8593289
"Bulle, Bouleyres",46.615275,7.066167,,8507515
"Bulle, Pays-d'Enhaut",46.616398,7.063039,,8507517
"Bulle, Musée gruérien",46.616357,7.060362,,8507519
"Bulle, Xavier-de-Poret",46.622153,7.049183,,8595126
"Bulle, Les Mosseires",46.623722,7.046087,,8595123
"Bulle, Prila",46.625715,7.038479,,8595125
"Bulle, Industrie",46.623988,7.032523,,8595121
"Echarlens, village",46.645454,7.076826,,8504925:
"Riaz, poste",46.640364,7.063329,,8504872:
"Bulle, gare routière",46.62003,7.052568,,8577725:
"Villarvolard, village",46.644962,7.107328,,8504911:
"Villarvolard, Verchaux",46.638029,7.108431,,8577751:
"Villarbeney, village",46.628694,7.108698,,8504530:
"Botterens, village",46.618557,7.112295,,8504910:
"Broc, bif. Botterens",46.609508,7.111938,,8504540:
"Châtel-sur-Montsalv.,Chésalles",46.611158,7.123527,,8577752:
"Châtel-sur-Montsalvens, Rest.",46.614154,7.130284,,8504917:
"Crésuz, village",46.617414,7.138425,,8577753:
"Charmey (Gruyère), La Tzintre",46.612624,7.172444,,8577756:
"Charmey (Gruyère),La Fulateyre",46.610344,7.181509,,8577757:A
"Charmey (Gruyère), Les Fornis",46.60724,7.196102,,8504920:
"Vaulruz, Croix-Verte",46.620804,6.98904,,8594246:
"Vaulruz-Nord, gare",46.623926,6.990384,,8594247:
"Maules, bif",46.627937,6.986429,,8594991:
"Maules, village",46.63859,6.991,,8594388:
"Sâles, laiterie",46.634944,6.97451,,8594993:
"Romanens, Grotte",46.646168,6.975722,,8505297:
"Rueyres-Treyfayes, chapelle",46.648758,6.958533,,8594243:
"Vuisternens-dt-Romont, forge",46.643534,6.939701,,8577673:
"Pont (Veveyse), village",46.589426,6.853968,,8577678:
"Pont (Veveyse), Perey-Martin",46.593477,6.857384,,8577677:
"Porsel, village",46.60053,6.86686,,8504891:
"Porsel, Les Bois",46.602653,6.871316,,8577676:
"Bouloz, école",46.611576,6.883087,,8504893:
"Bouloz, Chavannaz",46.612305,6.886839,,8588865:
"Bouloz, En Praz Vert",46.616566,6.899263,,8577674:
Les Ecasseys,46.620688,6.910291,,8504971:
"La Joux FR, Scierie",46.624604,6.928849,,8504934:
"La Joux FR, village",46.628205,6.938189,,8504882:
"Vuisternens-dt-Romont, Poyet",46.639698,6.941433,,8504883:
"Gruyères, ville",46.582297,7.08025,,8504541:
"Gruyères, gare",46.582619,7.072972,,8577737:A
"Broc, Bataille",46.608986,7.110815,,8506532:
"Broc, Le Home",46.60215,7.106599,,8577728:
"Broc-Village, gare",46.603952,7.09847,,8577727:C
"Epagny, Prâ Dêrê",46.602189,7.092425,,8577726:
"Epagny, aérodrome",46.595851,7.086636,,8588862:
"Epagny, centre",46.589299,7.084454,,8510871:
Moléson-sur-Gruyères,46.561286,7.038148,,8504880:
"Pringy, La Loue",46.577467,7.061565,,8577738:
"Pringy, village",46.57928,7.067955,,8504708:
"Enney, zone d'activités",46.572055,7.090101,,8587253:
"Estavannens, Dessus",46.564081,7.098555,,8577733:
"Estavannens, Dessous",46.560167,7.100311,,8504937:
"Grandvillard, Lormo",46.541835,7.087269,,8577735:
"Grandvillard, village",46.53883,7.084701,,8504922:
"Vaulruz, village",46.620287,6.98884,,8505233:
"Vaulruz, Champ-Paccot",46.61898,6.982408,,8512133:
"Sâles, Joretta",46.622601,6.962696,,8594992:
"Vuisternens-dt-Romont, Lanciau",46.648406,6.93417,,8587307:
"Crêt-près-Semsales, école",46.609829,6.91132,,8504786:
"Crêt-près-Semsales, Bremudens",46.603396,6.918823,,8570455:
"Crêt-près-S.,Champ-de-l'Eglise",46.599954,6.92527,,8504787:
"Grattavache, village",46.595051,6.919261,,8504788:
"La Verrerie, village",46.589283,6.921519,,8570456:
"La Verrerie, gare",46.587454,6.924802,,8570457:
"Vuisternens-dt-Romont, école",46.647102,6.923426,,8596064
"Bouloz, Les Esserts",46.612008,6.881491,,8596121
Chapelle (Glâne),46.586837,6.834343,,8577667
"Gillarens, village",46.587536,6.827308,,8504979
"Esmonts, bif.",46.638549,6.851607,,8504977:
"Ursy, Derrière la Grange",46.633766,6.842879,,8595957:
"Ursy, village",46.63431,6.835643,,8504970:
"Ursy, Au Clos",46.633886,6.831794,,8577656:
"Rue, Chez Cottet",46.625735,6.826975,,8577657:
"Rue, La Grotte",46.62272,6.825362,,8577658:
"Rue, ville",46.61953,6.822826,,8504692:
"Rue, Montet bif.",46.620281,6.818615,,8577659:
"Rue, L'Abergement",46.616591,6.818376,,8577660:
"Promasens, église",46.601714,6.822676,,8504978:
"Promasens, Les Planches",46.595827,6.820488,,8587962:
"Gillarens, bif. rte cantonale",46.588477,6.820705,,8577661:
"Ursy, La Scie",46.629584,6.840706,,8577698:
"Vauderens, Route d'Ursy",46.624737,6.84976,,8577697:
"Vauderens, gare",46.62148,6.850622,,8577696:
"Vuarmarens, village",46.644942,6.826124,,8504279:
"Montet (Glâne), Les Jordils",46.643634,6.81814,,8577700:
"Montet (Glâne), village",46.644494,6.814198,,8577701:
"Mossel, village",46.610644,6.85576,,8504996:
"Mossel, bif.",46.610299,6.851286,,8577695:
"Prez-vers-Siviriez, Les Combes",46.648307,6.881493,,8577693
"Prez-vers-Siviriez, Chaussets",46.642074,6.876216,,8577694
"Prez-vers-Siviriez, village",46.63797,6.87414,,8504697
"Granges (Veveyse), Le Rupan",46.533365,6.832231,,8577713:
"Granges (Veveyse), La Cuvigne",46.529425,6.831051,,8577714:
"Granges (Veveyse), village",46.524644,6.829454,,8577715:
"Granges (Veveyse), Le Battiau",46.520165,6.83226,,8577717:
"Attalens, Montessinge",46.512305,6.8451,,8510497:
"Attalens, village",46.51016,6.848612,,8504960:
"Attalens, Corcelles",46.512552,6.84907,,8579193:
"Attalens, Fin du Clos",46.515687,6.847327,,8595678:
"Bossonnens, village",46.521788,6.848558,,8579194:
"Bossonnens, gare",46.525768,6.852861,,8579195:
"Sommentier, Abri PC",46.638772,6.911774,,8596068
"Sommentier, En Cheseaux",46.643257,6.918564,,8596069
"Remaufens, gare",46.523395,6.874688,,8593761
"Châtel-St-Denis, gare",46.527854,6.895429,,8577718:D
"Châtel-St-Denis, Pontille",46.523607,6.905692,,8512147
"Châtel-St-Denis, L'Epine",46.519424,6.905745,,8591806:
"Châtel-St-Denis, Bellière",46.521633,6.897175,,8504965:
"Châtel-St-Denis, Place d'Armes",46.527485,6.899395,,8512146
"Remaufens, village",46.52659,6.879074,,8593762:
"Remaufens, route du Crage",46.524602,6.876422,,8511793:
"Bossonnens, route d'Oron",46.5273,6.851279,,8511794:
"Châtel-St-Denis, centre",46.52563,6.898729,,8507241:
"Châtel-St-Denis, Pra de Plan",46.522997,6.906127,,8591807:
"Châtel-St-Denis, Fruence",46.521632,6.909176,,8504713:
"Châtel-St-Denis, Le Scé",46.525167,6.91853,,8504716:
"Châtel-St-Denis, Les Creuses",46.525196,6.926121,,8577719:
"Châtel-St-Denis, Les Moilles",46.523683,6.939371,,8577720:
"Les Paccots, village",46.522553,6.944666,,8577721:
"Les Paccots, Ermitage",46.522053,6.948976,,8504867:
"Les Paccots, Moille au Critsou",46.519583,6.954827,,8595984:
"Les Paccots, Les Rosalys",46.518807,6.959529,,8504715:
"Semsales, gare",46.57324,6.927295,,8504033:
"St-Martin FR, Le Jordil",46.571138,6.890773,,8511505:
"St-Martin FR, La Prela",46.576296,6.880071,,8511504:
"St-Martin FR, Villard",46.575679,6.874771,,8511503:
"St-Martin FR, église",46.576222,6.869713,,8511502:
"Fiaugères, En Saubaz",46.582983,6.880954,,8570453:
"Fiaugères, croisée",46.585908,6.891427,,8504798:
"Fiaugères, Planches-Tuchet",46.591895,6.900136,,8570454:
"Châtel-St-Denis,centre sportif",46.537405,6.897885,,8511537:
"Sembrancher, gare",46.077326,7.146008,,8570672:
"Salvan, Le Tinderet",46.115746,7.0186,,8510833:
"Salvan, Le Carre",46.118697,7.021139,,8593489:
"Salvan, gare",46.121685,7.021675,,8510873:
"Salvan, Le Crêtelet",46.125673,7.022552,,8510874:
"Salvan, Damont le Bioley",46.123929,7.020483,,8510875:
"Les Granges (Salvan), bif.",46.122436,7.017563,,8593487:
"Salvan, Le Danfieu",46.119681,7.015413,,8509495:
"Les Marécottes, gare",46.11243,7.01195,,8593488:
"Les Marécottes, Les Bettex",46.114226,7.01125,,8509490:
"Les Marécottes, Les Perrons",46.11195,7.008407,,8509494:
"Les Marécottes, télécabine",46.1107,7.006531,,8593486:
"Les Marécottes, Zoo",46.11024,7.009794,,8511876:
"La Médettaz, camping",46.107887,7.007174,,8595436:
"Le Trétien, entrée du village",46.103187,6.999077,,8595435:
"Vens, Centre",46.08816,7.127333,,8587225
"Etiez, gare",46.082653,7.160949,,8570674
"Vollèges, Cormayeur",46.086541,7.165311,,8583220
"Vollèges, centre",46.086895,7.170119,,8570675:
"Vollèges, centre scolaire",46.085424,7.173919,,8586397
Cries,46.091443,7.176458,,8570676
Levron,46.097258,7.16293,,8570677
La Garde (Sembrancher),46.064753,7.146941,,8509580:
"Sembrancher, Champlong",46.071795,7.1514,,8509578:
Chamoille (Sembrancher),46.059717,7.154514,,8509581:
"Sembrancher, école",46.078451,7.148281,,8510301:
"Orsières, Chamoille",46.056747,7.154129,,8512428:
"Clarens, centre",46.440537,6.892065,,8594160:
"Clarens, Gambetta",46.440258,6.895763,,8579196:B
"Clarens, rue du Port",46.440526,6.89854,,8593918:
"Montreux, Vernex",46.439991,6.903938,,8593943:
"Montreux, Centre des Congrès",46.438036,6.907145,,8593925:
"Montreux, Escaliers de la Gare",46.436031,6.909194,,8593928:D
"Montreux, débarcadère",46.434329,6.910012,,8593926:
"Montreux, Marché",46.432366,6.910271,,8593935:
"Montreux, casino",46.430292,6.9125,,8593924:
"Montreux, Bon-Port",46.430306,6.916133,,8593923:
"Territet, av. Riviera",46.42785,6.922024,,8593946:
"Territet, gare",46.426415,6.923013,,8593947:
"Territet, L'Eaudine",46.423278,6.925541,,8593948:
"Veytaux, Bonivard",46.42139,6.92565,,8594005:
"Veytaux, gare",46.41904,6.927951,,8594007:
"Veytaux, château de Chillon",46.41413,6.928751,,8594006:
"Veytaux, Grandchamp",46.409856,6.931326,,8594008:
"Villeneuve VD, Clos du Moulin",46.40583,6.930233,,8593777:
"Villeneuve VD, La Plage",46.4017,6.926561,,8593778:
"Clarens, dépôt VMCV",46.441381,6.889766,,8593917:B
"Clarens, Basset",46.442629,6.885498,,8593915:
"Clarens, St-Georges",46.44307,6.880028,,8593919:
"La Tour-de-Peilz, Maladaire",46.446262,6.877991,,8593964:
"La Tour-de-Peilz, Burier",46.447915,6.873965,,8593955:
"La Tour-de-Peilz, rte Chailly",46.448789,6.868828,,8593972:
"La Tour-de-Peilz,Portail-Blanc",46.44914,6.864221,,8593976:
"La Tour-de-Peilz, La Becque",46.449584,6.860582,,8593963:
"La Tour-de-Peilz, Baumes",46.4519,6.858271,,8593951:
"La Tour-de-Peilz, centre",46.453629,6.856284,,8593956:A
"Vevey, Entre-Deux-Villes",46.4572,6.852897,,8593991:B
"Vevey, Clara-Haskil",46.458141,6.850409,,8593985:
"Vevey, Ste-Claire",46.458517,6.848432,,8594004:
"Vevey, Cour-au-Chantre",46.459836,6.845495,,8593987:
"Vevey, Ronjat",46.461414,6.843357,,8594002:
"Vevey, gare",46.462788,6.842054,,8579174:D
"Vevey, L'Union",46.464722,6.839356,,8588746:
"Vevey, Bergère",46.466552,6.836693,,8593982:
"Vevey, funiculaire",46.468637,6.836409,,8593992:A
"Vevey, Hôtel de Ville",46.459192,6.846694,,8593993:
"Vevey, Beau-Séjour",46.460216,6.849924,,8593981:
"Vevey, Samaritain",46.460492,6.855026,,8594003:
"Vevey, Quatre-Vents",46.46214,6.855661,,8594000:
"Vevey, Berges-du-Léman",46.463233,6.854109,,8593983:
"Vevey, Palud",46.465367,6.852706,,8595120:
"Vevey, Biéler",46.467277,6.85318,,8595118:
"Vevey, Mémise",46.468056,6.850711,,8595119:
"Vevey, Charmontey",46.46636,6.847511,,8593984:
"Vevey, Gustave-Coindet",46.464075,6.840312,,8502638:
"Vevey, Nord",46.46601,6.840791,,8594641:
"Vevey, Gutenberg",46.466942,6.839123,,8594640:
"Vevey, Marronniers",46.46814,6.840471,,8593996:
"Vevey, av. de Corsier",46.468634,6.842684,,8593979:
"Vevey, Copet",46.46892,6.846041,,8593989:
"Vevey, Crosets",46.470763,6.848432,,8593988:
"Vevey, Dévin",46.47091,6.850541,,8593990:
"Vevey, Gilamont",46.47178,6.851901,,8593994:
"Vevey, Pra",46.471271,6.85305,,8593999:A
"Vevey, Point du Jour",46.464179,6.849178,,8593997:
"Vevey, Major-Davel",46.46366,6.850961,,8593995:
"Corsier-sur-Vevey, Nant",46.479117,6.853585,,8504954:
"Corsier-sur-Vevey, Sous-Nant",46.477717,6.852304,,8579173:
"Corsier-sur-Vevey, Champ-Ban",46.476981,6.849546,,8579172:
"Corsier-Vevey, Cure d'Attalens",46.47317,6.846358,,8504963:
"Corseaux, Délassement",46.471116,6.840312,,8504967:B
"Montreux, La Paix",46.431493,6.911135,,8593931:
"Montreux, rue du Marché",46.433382,6.911009,,8593940:
"Montreux, gare",46.43603,6.909971,,8593929:A
"Clarens, Jaman",46.441609,6.894058,,8579197:D
"Clarens, gare",46.443041,6.896412,,8579198:B
"Clarens, Oche-Thorens",46.444606,6.89624,,8579199:
"Clarens, Tavel",46.446149,6.895522,,8579200:
"Clarens, Baugy",46.448059,6.891947,,8579202:
"Chailly-Montreux, Saussaz",46.450411,6.890806,,8579203:
"Chailly-Montreux, village",46.45328,6.892401,,8579204:F
"Chailly-Montreux, P+R",46.453223,6.894227,,8595970:C
"Chailly-Montreux, Bonnettes",46.45474,6.897391,,8579205:
"Chailly-Montreux, Rottaz",46.451972,6.899837,,8595971:
"Chailly-Montreux, Combe",46.454217,6.900813,,8579206:
"Fontanivent, gare",46.452712,6.902133,,8579207:
"Brent, village",46.458493,6.900966,,8579208:
"Blonay, Planaz",46.45991,6.896371,,8579209:
"Blonay, Portaz",46.461612,6.892629,,8579210:
"Blonay, village",46.464161,6.894039,,8579211:
"Blonay, gare",46.465591,6.895743,,8579213:
"Clarens, Pertuiset",46.44641,6.892781,,8579201:
"Montreux, av. Nestlé",46.431352,6.912779,,8593920:
"Montreux, Vernex-Dessus",46.43701,6.910421,,8593944:E
"Montreux, rue de la Gare",46.436178,6.911861,,8593938:G
"Montreux, rue du Centre",46.438415,6.910147,,8593939:
"Montreux, Belmont",46.43987,6.909031,,8593922:
"Montreux, Vuarennes",46.439028,6.911359,,8593945:
"Montreux, Ballallaz",46.437479,6.912889,,8593921:
"Montreux, Le Taux",46.439754,6.91288,,8593934:
"Montreux, rue Industrielle",46.432866,6.913389,,8593941:A
"Montreux, Théâtre Mtx Riviera",46.43402,6.915421,,8593942:
"Montreux, Le Pont",46.433745,6.91662,,8593932:
"Montreux, Les Planches",46.432828,6.91685,,8593933:
"Montreux, midi",46.43177,6.917654,,8593936:
"Montreux, Doyen-Bridel",46.431512,6.916228,,8593927:
"Montreux, La Corsaz",46.432894,6.915471,,8593930:
"La Tour-de-Peilz,av. des Alpes",46.457242,6.855866,,8593949:
"La Tour-de-Peilz, Ile-Heureuse",46.458184,6.858048,,8593974:
"La Tour-de-Peilz, Perrausaz",46.458757,6.861759,,8593966:
"La Tour-de-Peilz, Vassin",46.45701,6.864581,,8593971:B
"La Tour-de-Peilz, Bulesses",46.456978,6.869285,,8593954:
"La Tour-de-Peilz, Vignes",46.454396,6.871097,,8595960:
"La Tour-de-Peilz, Gérénaz",46.45381,6.867671,,8593960
"La Tour-de-Peilz, Pérouge",46.452543,6.871236,,8595959:
"La Tour-de-Peilz, Gregnolet",46.452014,6.873503,,8593961
"La Tour-de-Peilz, gymnase",46.451191,6.877205,,8593962:
"La Tour-de-Peilz, Vallon",46.45187,6.883951,,8593970:
"Chailly-Montreux, Poneyre",46.451772,6.888569,,8593914:
"La Tour-de-Peilz, Oyonne",46.457485,6.853552,,8595958:C
"Villeneuve VD, Poterlaz",46.395869,6.926307,,8509997:
"Villeneuve VD, Pré au Comte",46.39647,6.929511,,8595177:
"Villeneuve VD, route d'Arvel",46.39617,6.930751,,8595178:
"Villeneuve VD, Carroz-Derrière",46.3941,6.934911,,8595179:
"Villeneuve VD, rte du Grammont",46.391048,6.932793,,8595180:
"Villeneuve VD, sous le viaduc",46.388529,6.93185,,8595181:
"Villeneuve VD, Pré Neuf",46.387755,6.933834,,8595182:
"Villeneuve VD, centres comm.",46.386185,6.934849,,8595183:
"Villeneuve VD, rte des Paquays",46.385583,6.928814,,8595184:
"Villeneuve VD, industrie",46.38868,6.928891,,8595185:
"Villeneuve VD, Pré Jaquet",46.39105,6.929621,,8595186:
"Villeneuve VD, Pré du Bruit",46.39453,6.930691,,8595187:
"La Tour-de-Peilz,Mousquetaires",46.452308,6.860148,,8593975:
"La Tour-de-Peilz, Bel-Air",46.454287,6.862439,,8593952:
"La Tour-de-Peilz, Brécheresse",46.458708,6.864571,,8593953:
"La Tour-de-Peilz, Sichoz",46.460745,6.866295,,8593968:
"La Tour-de-Peilz,rte de Blonay",46.461393,6.869081,,8593977:
"La Tour-de-Peilz,Crausaz/Doges",46.459968,6.872756,,8593957:
"Blonay, Novalles",46.463189,6.880901,,8593911:
"Blonay, Antiquaire",46.462561,6.886921,,8593905:
"Blonay, Champ Dodoz",46.464137,6.890051,,8593906:
"Corseaux, village",46.471864,6.83261,,8579159:
"Corseaux, salle de gym",46.471264,6.82981,,8510000:
"Corseaux, Cerisiers",46.470448,6.826559,,8579151:
"Corseaux, Maraîche",46.471112,6.822479,,8579152:
"Corseaux, Châno",46.470934,6.816944,,8579153:
"Corseaux, Gonelles",46.47128,6.812531,,8579154:
"Corseaux, Chatacombe",46.471918,6.817532,,8579155:
"Corseaux, Félix-Cornu",46.472233,6.820953,,8593912:
"Corseaux, Grand-Pin",46.471735,6.826001,,8579157:
"Corseaux, collège",46.471512,6.829083,,8579158:
"Corsier-sur-Vevey, village",46.47033,6.841677,,8579160:A
"Corsier-sur-Vevey, Châtelard",46.470361,6.845279,,8504964:B
"Corsier-sur-Vevey, Riant-Mont",46.471951,6.847956,,8579162:
"Corsier-sur-Vevey, Chaplin",46.47598,6.851701,,8579165:
"Corsier-sur-Vevey, Omballes",46.478981,6.856738,,8579166:
"Fenil-sur-Corsier, Pont",46.481868,6.862976,,8579168:
"Fenil-sur-Corsier,zone indust.",46.483587,6.866111,,8579169:
"Fenil-sur-Corsier, vieille rte",46.486371,6.86974,,8579170:
"Jongny, Châtillon",46.47639,6.843321,,8504959:
"Chardonne, rte de Châtel",46.477133,6.837161,,8504712:
"Jongny, village",46.479288,6.841486,,8504966:
"Jongny, Reposoir",46.482004,6.844444,,8504728:
"Jongny, Combette",46.483042,6.848764,,8579181:
"Monts-de-Corsier, La Chaux",46.487125,6.860389,,8504961:A
"Monts-de-Corsier, Longpraz",46.494015,6.870962,,8504962:
"Monts-de-Corsier, Dautère",46.498379,6.875288,,8591902:
"Mts-de-Corsier, Petit Hautigny",46.501326,6.878084,,8579184:
"Monts-de-Corsier, L'Hautigny",46.50394,6.882281,,8504956:
"Monts-de-Corsier, Banderette",46.507602,6.888442,,8504955:
"Monts-de-Corsier, Mur-Blanc",46.509581,6.890389,,8579187:
"Vevey, Corseaux Plage",46.468072,6.833361,,8512019
"Vevey, Savoie",46.465539,6.836583,,8512018
"Vevey, Arabie",46.462444,6.838069,,8512017
"Vevey, Marché",46.460144,6.84183,,8579149:
"Vevey, Ateliers",46.465352,6.842929,,8502635:
"Vevey, Moulins",46.46639,6.845352,,8595962:
"Vevey, Ancienne-Corderie",46.469314,6.848887,,8595961:
"St-Légier, Plateau de la Veyre",46.473171,6.860564,,8595113:
"St-Légier, tennis",46.475929,6.858112,,8595116:
"St-Légier, La Veyre-d'En-Haut",46.476869,6.863228,,8595117:
"St-Légier, Pont de Fenil",46.478824,6.865869,,8595114:
"St-Légier, Grangette",46.47662,6.866391,,8595112:
"St-Légier, Ferreyres",46.474005,6.866183,,8595111:
"St-Légier, Bottassioux",46.472703,6.869345,,8595968:B
"St-Légier, village",46.47174,6.876791,,8595874:
"St-Légier, collège La Chiésaz",46.470776,6.880403,,8595969:
"Jongny, Chaudette",46.489474,6.852301,,8504958:
"Attalens, Perrey",46.49352,6.852411,,8504957:
"Attalens, La Fin",46.506269,6.850477,,8579191:
"Genève-Aéroport, Terminal",46.230822,6.109891,,8592775:B
"Genève-Aéroport, gare-Arena",46.233216,6.112202,,8592935:J
"Grand-Saconnex, Palexpo",46.233375,6.118587,,8592950:V
"Grand-Saconnex, place",46.233788,6.123364,,8587914:C
"Grand-Saconnex, mairie",46.236246,6.126402,,8592947:Y
"Grand-Saconnex, temple",46.234587,6.127895,,8508099:W
"Grand-Saconnex, John Knox",46.235768,6.133266,,8510682:K
"Pregny, Palud",46.23716,6.135727,,8508288:Z
"Grand-Saconnex, CS Blanché",46.24082,6.128471,,8592938:P
"Grand-Saconnex, Machéry",46.24377,6.12925,,8592946:N
"Chambésy, Foretaille",46.244479,6.134477,,8593075:L
"Chambésy, Caron",46.244573,6.137924,,8593074:J
"Chambésy, Fontaine",46.243074,6.140644,,8587039:E
"Chambésy, Ravin",46.245174,6.143147,,8503320:G
"Chambésy, gare",46.243231,6.147241,,8503247:A
"Chambésy, Pierrière",46.237762,6.148439,,8510219:F
"Chambésy, Plage du Vengeron",46.245876,6.151976,,8507414:F
"Grand-Saconnex, Le Pommier",46.230371,6.125106,,8592945:F
"Troinex, ville",46.159231,6.144352,,8588195:H
"Troinex, mairie",46.159953,6.148169,,8587093:F
"Troinex, Saussac",46.161727,6.148393,,8593127:D
"Troinex, Pont-de-Drize",46.163586,6.149143,,8593125:B
"Troinex, Les Crêts",46.165216,6.146903,,8588801:T
"Troinex, Rivolette",46.168053,6.144816,,8593126:R
"Vessy, Combettes",46.169786,6.143726,,8593196:F
"Vessy, Plateau de Pinchat",46.171724,6.142475,,8587036:B
"Vessy, Chemin Vert",46.173319,6.141168,,8593194:Q
"Carouge GE, Grange-Collomb",46.175498,6.138202,,8592675:N
"Carouge GE, Rondeau",46.179864,6.138396,,8587437:A
"Carouge GE, Tours",46.183508,6.135317,,8587037:K
"Carouge GE, Baumgartner",46.172358,6.138977,,8593199:T
"Vessy, Drize",46.169703,6.140398,,8595139:C
"Plan-les-Ouates, Moulins-Drize",46.167689,6.140526,,8593062:G
"Plan-les-Ouates, Champ-Carré",46.165052,6.139682,,8595035:U
"Plan-les-Ouates, Roday",46.162785,6.138946,,8593055:M
"Croix-de-Rozon, Route d'Annecy",46.15411,6.139141,,8592643:A
"Croix-de-Rozon, Evordes",46.150768,6.138431,,8592641:C
"Croix-de-Rozon, place",46.145501,6.13646,,8592640:E
"Croix-de-Rozon, douane",46.144263,6.137628,,8587070:J
