stop_name,lat_wgs84,lon_wgs84,station_id,gtfs_stop_ids
"Pully, port",46.506264,6.661405,,8588439:
"Pully, Somais",46.506704,6.657531,,8588440:
"Pully, Châtaignier",46.506463,6.653803,,8588441:
"Pully, Verney",46.506471,6.649728,,8592198:
"Pully, Bourdonnière",46.50653,6.646588,,8592170:
"Pully, Tour Haldimand",46.506628,6.642508,,8592197:
"Lausanne, Denantou",46.507925,6.638971,,8592029:
"Lausanne, Musée Olympique",46.509608,6.635181,,8592084:
"Lausanne, sports UNIL-EPFL",46.521059,6.585839,,8595937:
"Lausanne, Parc Bourget",46.518886,6.593627,,8595939:
"Lausanne, Siège du CIO",46.51756,6.599082,,8595934:
"Lausanne, Stade de Coubertin",46.515382,6.602699,,8595935:
"Lausanne, Vidy-Port",46.515005,6.607661,,8595938:
"Lausanne, Parc Musée Olympique",46.507342,6.632895,,8595933:
"Lausanne, Tour Haldimand-Lac",46.50532,6.640742,,8595936:
"Lausanne, Maladière-Figuiers",46.516919,6.606129,,8593837:F
"Lausanne, Délices",46.512022,6.628043,,8592028:
"Lausanne, Elysée",46.510838,6.632348,,8592039:
"Chavannes-R., Glycines",46.536283,6.576578,,8593869:
"Renens VD, gare",46.537619,6.578519,,8530749:B
"Renens VD, Censuy",46.53238,6.583966,,8592209:
"Renens VD, piscine",46.530402,6.585274,,8595534:
"Chavannes-R., Talluchet",46.528654,6.583447,,8510422:
"Chavannes-R., Dorigny",46.526757,6.583914,,8595602:
"Lausanne, Bourdonnette nord",46.52489,6.589219,,8595521:E
"St-Sulpice VD, Venoge sud",46.51283,6.54633,,8579231:
"St-Sulpice VD, Laviau",46.51128,6.550616,,8588156:
"St-Sulpice VD, Chantres",46.510484,6.553535,,8588155:
"St-Sulpice VD, centre",46.510079,6.558102,,8588158:
"St-Sulpice VD, Bochet",46.513337,6.559469,,8588157:
"St-Sulpice VD, Russel",46.515135,6.56391,,8592226:
"St-Sulpice VD, Pâqueret",46.516492,6.570639,,8592227:
"Ecublens VD, Argand",46.520333,6.571867,,8591944:
"Ecublens VD, UNIL-Sorge",46.522451,6.573579,,8501213:
"Chavannes-R., Mouline",46.526174,6.579346,,8594987:
"Chavannes-R., Berges",46.52749,6.574971,,8594986:
"Chavannes-R., Plaine",46.528566,6.572349,,8593867:
"Chavannes-R., Cèdres",46.530155,6.572908,,8507227:
"Chavannes-R., Concorde",46.532343,6.57432,,8593868:
"Chavannes-R., Planta",46.534196,6.573026,,8591933:
"Prilly-Malley, gare",46.527641,6.602517,,8511846:A
"Lausanne, Malley",46.524136,6.602563,,8501209:H
"Renens VD, Longemalle",46.525575,6.596599,,8592215:
"Renens VD, Marais",46.527357,6.592295,,8592210:
"Renens VD, rue du Lac",46.528995,6.590108,,8592219:
"Renens VD, Caudray",46.531729,6.585918,,8592218:
"Chavannes-R., Préfaully",46.533585,6.579097,,8593866:
"Crissier, Chicorée",46.540748,6.579656,,8510421:
"Crissier, Noutes",46.54351,6.579461,,8588840:
"Crissier, scierie",46.546811,6.579356,,8588841:
"Villars-Ste-Croix, Colice",46.562536,6.566298,,8595978:
"Villars-Ste-Croix, Le Sansy",46.568151,6.565282,,8588848:
"Villars-Ste-Croix, village",46.568027,6.561672,,8588847:
"Villars-Ste-Croix, En Coulaye",46.565996,6.55922,,8583748:
"Mex VD, Faraz",46.566222,6.550511,,8594270:
"St-Sulpice VD, Venoge nord",46.513823,6.545623,,8594988:
"Ecublens VD, Champs-Courbes",46.516341,6.55009,,8591959:
"Ecublens VD, Montaney",46.518818,6.552786,,8594890:
"Ecublens VD, Renges",46.522531,6.554745,,8591956:
"Ecublens VD, En Enjalin",46.524213,6.557077,,8591949:
"Ecublens VD, Perrettes",46.526203,6.558452,,8591954:
"Ecublens VD, Villars",46.529525,6.561122,,8591961:
"Ecublens VD, Pontet",46.529788,6.566019,,8588873:
"Ecublens VD, Veilloud",46.53126,6.564496,,8591960:
"Ecublens VD, Stand",46.532756,6.562477,,8591957:
"Ecublens VD, place de sport",46.535259,6.563832,,8591955:
"Ecublens VD, Croset",46.534693,6.56637,,8591948:
"Ecublens VD, Parc",46.536973,6.568067,,8591953:
"Ecublens VD, Suchet-Forêt",46.539871,6.570549,,8591958:
"Ecublens VD, Epenex/Pont-Bleu",46.538486,6.575165,,8510721:
"Renens VD, gare/Epenex",46.537273,6.5778,,8511875:D
"Prilly, Flumeaux",46.529959,6.600675,,8592179:
"Prilly, Grand Vigne",46.531728,6.603959,,8592180:
"Prilly, Chasseur",46.539143,6.606608,,8592175:
"Bussigny, gare",46.547503,6.55229,,8581914:B
"Bussigny, Grand-Record",46.550019,6.551935,,8581918:
"Bussigny, St-Germain",46.551091,6.545691,,8505529:
"Bussigny, Jordil",46.552196,6.547209,,8506907:
"Bussigny, Tatironne",46.552803,6.549542,,8506905:
"Bussigny, Sottelles",46.555257,6.550611,,8506903:
"Bussigny, Sauge",46.55562,6.553734,,8581920:
"Bussigny, Vieux-Four",46.55366,6.557405,,8581921:
"Bussigny, Condémine",46.555503,6.5607,,8581916:
"Bussigny, Sullens",46.552753,6.561162,,8581924:
"Bussigny, Riettaz",46.553522,6.559363,,8581922:
"Crissier, Marcolet",46.54693,6.574869,,8593816:
"Crissier, Mongevon",46.548404,6.57345,,8595516:
"Crissier, Lentillières",46.550834,6.572499,,8595986:
"Crissier, Feleire",46.551525,6.570695,,8593817:
"Crissier, Closalet",46.553491,6.569535,,8591936:
"Renens VD, Industrie",46.541057,6.580934,,8592214:
"Renens VD, 1er Mai",46.540733,6.583377,,8592201:
"Renens VD, Saugiaz",46.540279,6.586318,,8592220:
"Renens VD, Borjod",46.539595,6.588701,,8592205:
"Renens VD, Follieu",46.539671,6.59295,,8592212:
"Lausanne, Montolieu",46.54317,6.643912,,8592081:
"Lausanne, Cigale",46.543301,6.647183,,8592018:
"Lausanne, Abeilles",46.541066,6.64788,,8591977:
"Lausanne, Boissonnet",46.539076,6.64628,,8591997:
"Lausanne, Praz-Berthoud",46.536556,6.648768,,8592099:
"Lausanne, Champ-Rond",46.531918,6.650259,,8592008:
"Lausanne, Devin",46.530218,6.65195,,8592031:
"Lausanne, Rozavère",46.528893,6.655527,,8592112:
"Lausanne, Les Chavannes",46.530254,6.657072,,8592065:
"Lausanne, Craivavers",46.531402,6.659219,,8592025:
"Epalinges, Croisettes",46.543096,6.661547,,8579239:D
"Epalinges, Vaugueny",46.544672,6.658573,,8511383:
"Epalinges, Florimont",46.54823,6.658906,,8593820:
"Epalinges, Montéclard",46.551362,6.66223,,8593822:
"Epalinges, Bois-de-Ban",46.554797,6.665463,,8593819:
"Epalinges, Ballègue",46.554882,6.66986,,8591962:
"Epalinges, Biolleyre",46.552461,6.668408,,8591963:
"Epalinges, Polny",46.554043,6.665517,,8591969:
"Epalinges, Bois-Murat",46.545092,6.654441,,8591964:
"Epalinges, Tuileries",46.544492,6.657855,,8591971:
"Epalinges, Planches",46.544515,6.666696,,8589525:
"Epalinges, Croix-Blanche",46.547638,6.670902,,8591966:
"Epalinges, Giziaux",46.548644,6.674552,,8593821:
"Epalinges, Lion d'Or",46.551906,6.680744,,8587546:
"Epalinges, Grand Chemin",46.55442,6.684086,,8591968:
"Lausanne, En Marin",46.55711,6.684134,,8504171:
"Lausanne, Vulliette",46.558034,6.681445,,8587549:
"Lausanne, Cojonnex/EHL",46.561822,6.682543,,8592037:
"Lausanne, Mauvernay",46.564545,6.688922,,8592070:
"Lausanne, Chalet-à-Gobet",46.564773,6.691452,,8587929:
"Epalinges, Girarde",46.549342,6.673494,,8591965:
"Epalinges, En Praz Bin",46.550728,6.671497,,8591967:
"Pully, Osches",46.508868,6.654235,,8588442:
"Pully, Rochettaz",46.514123,6.663388,,8588447:
"Pully, Boverattes",46.516325,6.665848,,8588448:
"Pully, Vallon",46.518042,6.667098,,8588449:
"Pully, Pré Pariset",46.51908,6.667027,,8588450:
"Pully, Chenaulaz",46.527059,6.672798,,8588435:
"Belmont-sur-L., Grands Champs",46.522412,6.677295,,8588436:
"Belmont-sur-L., centre",46.519604,6.678442,,8579257:
"Belmont-sur-L., Blessoney",46.519514,6.683943,,8579258:
"Lutry, Landar",46.517745,6.690023,,8579259:
"Lutry, Echerins",46.518465,6.700807,,8588438:
"Lutry, Croix/Lutry",46.517111,6.702846,,8579260:A
"Lutry, Sapelle",46.51192,6.704206,,8588451:
"Lutry, Jordillon",46.509103,6.708192,,8588452:
"Aran, Pra Forny",46.505325,6.711358,,8588453:
"Grandvaux, Pra Grana",46.502815,6.714655,,8588454:A
"Pully, Roses",46.515092,6.6566,,8592196:
"Pully, Les Liaudes",46.517844,6.65656,,8592183:
"Pully, Pavillard",46.519723,6.658537,,8592191:
"Pully, Margerol",46.519933,6.660954,,8592185:
"Pully, Bruyère",46.523939,6.66302,,8592171:
"Pully, Daillettes",46.522984,6.666182,,8592177:
"Pully, Ruisselet",46.512834,6.664529,,8595192:
"Pully, Caudoz",46.511818,6.667137,,8593850:
"Pully,Centre Sportif Rochettaz",46.511774,6.670043,,8595191:
"Belmont-sur-L., Chaffeises",46.514119,6.673606,,8593795:
"Belmont-sur-L., Burenoz",46.521192,6.672542,,8593798:
"Belmont-sur-L., Rouvène",46.521396,6.674781,,8593806:
"Belmont-sur-L., Malavaux",46.520606,6.676356,,8595190:
"Belmont-sur-L., Pâquis",46.520222,6.677175,,8595625:
"Crissier, Chisaz",46.550401,6.576965,,8595148:
"Crissier, Montremoën",46.561984,6.577667,,8507632:
"Cheseaux-sur-L., Châtelard",46.578098,6.59227,,8595147:
"Cheseaux-sur-L., Martheray",46.581624,6.597094,,8577645:
"Cheseaux-sur-L., gare",46.584166,6.605118,,8570063:
"Morrens VD, village",46.589733,6.627242,,8582065:
"Cugy VD, Grillon",46.587855,6.640279,,8507540:
"Cugy VD, village",46.585464,6.640537,,8573634:
"Cugy VD, poste",46.583717,6.638918,,8504178:
"Cugy VD, Cavenette",46.580113,6.635671,,8591940:
"Le Mont-sur-L., Budron",46.575492,6.633535,,8592139:
"Le Mont-sur-L., Fougères",46.570988,6.634007,,8592142:
"Le Mont-sur-L., Etavez",46.566175,6.633987,,8592141:
"Lausanne, Chalet des Enfants",46.573965,6.670066,,8511583:
"Bussigny, Dallaz",46.552318,6.551441,,8581917:
"Vufflens-la-Ville, église",46.577006,6.539358,,8593781:
"Vufflens-la-Ville, Cuvillard",46.579624,6.534938,,8593780:
"Vufflens-la-Ville, gare",46.577178,6.531346,,8593782:
"Mex VD, Les Esserts",46.57648,6.566295,,8588850:
"Mex VD, Trésy",46.575419,6.562085,,8588851:
"Mex VD, village",46.578081,6.554117,,8588853:
"Vufflens-la-Ville,grande salle",46.581532,6.542017,,8593779:
"Penthaz, village",46.599468,6.539011,,8501299:
"Penthaz, La Vaux",46.602176,6.531148,,8570132:
"Penthalaz, Verney",46.604363,6.528918,,8581114:
"Cossonay-Penthalaz, gare",46.605812,6.523412,,8570129:B
"Cossonay-Ville, centre",46.612163,6.508058,,8570109:C
"Penthalaz, poste",46.609759,6.525368,,8570130:
"Cugy VD, Le Moulin",46.588924,6.642586,,8570164:
"Bretigny-sur-Morrens, croisée",46.598103,6.646888,,8570176:
"Bottens, croisée",46.61678,6.660035,,8570178:
"Bottens, La Rustériaz",46.606469,6.666384,,8570179:
"Froideville, village",46.599923,6.676214,,8570167:
"Froideville, croisée",46.601231,6.67938,,8570168:
"Froideville, Laiterie",46.601116,6.682449,,8570169:
"Epalinges, Pré-d'Yverdon",46.543889,6.672572,,8591970:
"Montblesson, Perronnaz",46.542414,6.679294,,8587550:
"Lausanne, Haute Combe",46.544826,6.684815,,8592058:
"Lausanne, Chalet à Matthey",46.551112,6.691351,,8587547:
"Lausanne, Molliettes",46.552915,6.693204,,8592073:
"Lausanne, Vers-chez-les-Blanc",46.554779,6.694886,,8587548:
"Lausanne, Chevreuils",46.558497,6.696726,,8592015:
"Lausanne, Praz-Collet",46.560159,6.696299,,8592100:
"Lausanne, Chalet-à-Gobet/Jorat",46.564853,6.693509,,8509491:
"Lausanne, Vert-Bois/EHL",46.560499,6.684966,,8592130:
"Lutry, gare",46.503786,6.690233,,8593861:C
"Lutry, Les Champs",46.504754,6.686976,,8592154:
"Lutry, Orzens",46.506989,6.683466,,8592158:
"Lutry, avenue William",46.509424,6.68179,,8592145:
"Lutry, Colline",46.510631,6.679324,,8592151:
"La Conversion, gare",46.512765,6.678225,,8591976:
"Lutry, Corsy-Dessous",46.513578,6.680129,,8592149:
"Lutry, Marionnettes",46.512658,6.685146,,8592157:
"Lutry, Ponfilet",46.513119,6.68957,,8592159:
"Lutry, Brûlées",46.514448,6.690529,,8592147:
"Lutry, Corsy-Dessus",46.51487,6.686301,,8592152:
"Lutry, port",46.50182,6.684072,,8592156:
"Lutry, Savuit-place",46.507272,6.693729,,8592162:
"Lutry, Bossières",46.509768,6.696965,,8593856:
"Lutry, Gravesse",46.511316,6.695693,,8592153:
"Lutry, Brélaz",46.513181,6.697544,,8592146:
"Lutry, Savoie",46.516119,6.701113,,8592161:
"Chavannes-R., UNIL-Mouline",46.524992,6.578895,,8501212:
"Chavannes-R., UNIL-Chamberonne",46.524217,6.584707,,8501211:
"Lausanne, Provence",46.523264,6.608651,,8501208:
"Lausanne, Flon",46.52057,6.630577,,8591818:
"Ecublens VD, EPFL",46.522196,6.566141,,8501214:
"Ecublens VD, Bassenges",46.524586,6.564591,,8501215:
"Ecublens VD, Cerisaie",46.52775,6.566547,,8501216:
"Chavannes-R., Crochy",46.532715,6.569973,,8501217:
"Ecublens VD, Epenex",46.537717,6.573582,,8501218:
"Lausanne, Vennes",46.541295,6.657616,,8592128:
"Lausanne, Fourmi",46.538812,6.651055,,8592048:
"Lausanne, CHUV",46.526403,6.641487,,8592017:
"Lausanne, Grancy",46.514924,6.628873,,8592052:
Vevey (funi),46.468635,6.836005,,8501250
Corseaux,46.471665,6.835737,,8501251
Beau-Site,46.473848,6.835127,,8501252
Chardonne-Jongny,46.477012,6.83306,,8501253
La Baume,46.479015,6.832439,,8501254
Mont-Pèlerin,46.481889,6.831586,,8501255
Lausanne-Ouchy (lac),46.505078,6.627608,,8501075
Evian-les-Bains (F) (lac),46.401594,6.59478,,1401730
Thonon-les-Bains (F) (lac),46.375112,6.476694,,1401810
Yvoire (F) (lac),46.371026,6.324382,,1401847
Nyon (lac),46.382292,6.243561,,8501227
Corsier GE (lac),46.266516,6.210853,,8501235
Bellevue GE (lac),46.255162,6.156036,,8501232
Genève-Port Noir (lac),46.211465,6.17059,,8588813:3
Genève-Pâquis (lac),46.20872,6.150989,,8501238:
Genève-Quai Gustave Ador (lac),46.204952,6.155463,,8530700:2
Genève-Molard (lac),46.204623,6.148687,,8530699:1
Genève-De-Châteaubriand (lac),46.21777,6.151704,,8530701:4
"Martigny, Levant",46.105986,7.100074,,8510419:
"Martigny, Le Guercet",46.10469,7.097904,,8583604
"Martigny, Farquet",46.101765,7.095095,,8583602
"Martigny, Verdan",46.103841,7.090916,,8583609
"Martigny, Finettes",46.103959,7.085665,,8583603
"Martigny, Rhodania",46.102239,7.082211,,8583606
"Martigny, gare",46.105389,7.079836,,8501292:
"Martigny, Grand Verger",46.102487,7.075733,,8511293:
"Martigny, Bassin du Manoir",46.102831,7.070348,,8583801:
"Martigny, hôpital",46.100181,7.070136,,8580546
"Martigny, Fond. Gianadda",46.097052,7.069133,,8570961
"Martigny, rue du Castel",46.093814,7.066504,,8580544
"Martigny, Pré de Foire",46.091774,7.064398,,8570962
"Martigny-Bourg, Pl. St-Michel",46.090243,7.06128,,8580543:
"Martigny-Croix, croisée",46.087413,7.057136,,8570975:
"Martigny, Prés Aubert",46.10678,7.07691,,8557068
"Martigny, Bonnes Luites",46.10855,7.081437,,8557067
"Martigny, Grandes Maresches",46.108593,7.084494,,8557066
"Martigny, Vorziers",46.105917,7.084644,,8507231
"Les Bioux, AVJ",46.616294,6.261646,,8579143
"Les Bioux, Les Tâches",46.618501,6.266233,,8593530
"Les Bioux, école",46.621336,6.271498,,8579141
Vers-Chez-Grosjean,46.62753,6.282543,,8579140
"L'Abbaye, Groenroud",46.640083,6.304017,,8579139
"L'Abbaye, Les Collondés",46.647462,6.314488,,8579138
"L'Abbaye, place du village",46.649253,6.3199,,8579137
"Les Bioux, Les Charmilles",46.61377,6.258502,,8501776
"L'Orient, Crêt",46.605934,6.245798,,8579145
"Le Sentier, La Golisse",46.611746,6.236249,,8595468
"Le Sentier, temple",46.60847,6.231793,,8595469
"Le Sentier-L'Orient, gare",46.605922,6.231227,,8579146:
"L'Orient, centre",46.601064,6.23774,,8579144
"L'Orient, Paul Golay",46.595626,6.232233,,8595467
"Le Brassus, Le Campe",46.590878,6.225608,,8595464
"Le Brassus,ancienne imprimerie",46.583716,6.213816,,8595462
"Le Brassus, place de la Lande",46.581682,6.211226,,8570023:
"Le Brassus, Marchairuz",46.579285,6.206433,,8595466
"Le Brassus, Bas-du-Chenit",46.571702,6.189653,,8595463
"Le Brassus, Tribillet",46.589188,6.208198,,8505936
"Le Brassus, La Combe",46.592757,6.201317,,8505938
"Le Brassus, Piguet-Dessus",46.597336,6.203744,,8505940
"Le Sentier, Chez les Aubert",46.601464,6.208584,,8505942
"Le Sentier, Derrière-la-Côte",46.603594,6.215036,,8505944
"Le Sentier, Chez le Christ",46.6071,6.219865,,8505946
"Le Solliat, Chez le Brigadier",46.612891,6.227123,,8506059
"Le Solliat, centre",46.618552,6.232441,,8506061
"Le Sentier, Les Tours",46.603643,6.225533,,8511499
"Le Sentier, Chez-le-Maître",46.600154,6.220648,,8506063:
"Le Sentier, hôpital",46.602179,6.222325,,8579148
"Gland, gare nord",46.42009,6.268901,,8570030:
"Gland, Mont Blanc sud",46.415875,6.271919,,8594161
"Gland, Domaine Impérial",46.40982,6.272808,,8588688
"Prangins, hôpital",46.398666,6.257335,,8588685
"Prangins, Sadex",46.389711,6.250093,,8588671
"Prangins, La Banderolle",46.387829,6.247714,,8588670
"Nyon, Usine à Gaz",46.383549,6.243505,,8595599
"Nyon, Petit Perdtemps",46.38335,6.239421,,8593892
"Nyon, gare",46.384374,6.236325,,8570000:B
"Coppet, gare",46.317198,6.188159,,8587577:A
"Commugny, centre",46.317934,6.175341,,8587575
"Commugny, Monthoux",46.322375,6.17342,,8587581
"Chavannes-de-B., Champs-Blancs",46.337876,6.166698,,8587707
"Commugny, Pins/centre comm.",46.330253,6.157079,,8512304:A
Chavannes-des-Bois,46.314743,6.132815,,8588298:B
"Mies, village",46.30755,6.171525,,8511404
"Tannay, village",46.309306,6.175321,,8588655:
"Coppet, route de Tannay",46.314584,6.184504,,8595173
"Coppet, Les Rojalets",46.322576,6.188219,,8587576
"Chavannes-de-B., centre comm.",46.334038,6.15612,,8579318
"La Rippe, village",46.381413,6.15248,,8579315
"Crassier, La Scie du Verger",46.380005,6.158672,,8593872
"Crassier, Ferme du Château",46.374987,6.16204,,8595174
"Crassier, Ancienne Gare",46.373232,6.165968,,8579314
"Crassier, collège secondaire",46.377336,6.170407,,8579313
"Borex, centre",46.378558,6.176941,,8579312
"Borex, Le Chanelet",46.377852,6.18411,,8593870
Arnex-sur-Nyon,46.374724,6.193359,,8579310
"Eysins, centre",46.380961,6.205072,,8579309
"Nyon, Terre-Bonne sud",46.382525,6.213239,,8595202:B
"Nyon, route du Stand",46.381638,6.225436,,8593896
"Nyon, Martavaux",46.381036,6.230342,,8595597
"Chéserex, poste",46.400339,6.171554,,8501966
"La Rippe, Tranchepied",46.392973,6.162176,,8596092
"Nyon, chemin des Pensées",46.379108,6.234349,,8593880
"Nyon, Conservatoire",46.378047,6.237779,,8588658
"Nyon, plage",46.376908,6.235415,,8588656
"Nyon, route de Genève",46.371508,6.23032,,8588659
"Nyon, Colovray",46.370068,6.227887,,8588660:B
"Crans VD, Les Landes",46.363977,6.220628,,8593871
"Crans VD, Port",46.358898,6.215623,,8588661
"Crans VD, La Versoix",46.359252,6.207567,,8588662
"Crans VD, village",46.358643,6.205459,,8588663
"Crans VD, Châtillon",46.356666,6.203052,,8595502
"Céligny, village",46.35079,6.19563,,8588664
"Céligny, gare",46.347909,6.199754,,8588665
"Founex, village",46.333123,6.192734,,8588667
"Founex, ouest",46.330077,6.191645,,8588668
"Coppet, route du Jura",46.325585,6.18656,,8588669
"Crassier, Levrioux",46.369747,6.168064,,8588935
Bogis-Bossey,46.352018,6.165193,,8579316
"Chavannes-de-Bogis, village",46.343571,6.16213,,8579317
Châtaigneriaz,46.334714,6.170599,,8587579
"Coppet, Les Marais",46.328831,6.179276,,8595172
"Coppet, chemin des Rannaux",46.326547,6.183695,,8595171
"Chavannes-de-Bogis, poste",46.347271,6.164301,,8594263
"Chavannes-de-Bogis,La Sallivaz",46.34304,6.158737,,8595239
"Chavannes-de-Bogis, douane",46.345585,6.153008,,8579319
"Divonne-les-B, douane P+R",46.347148,6.149087,,1401722
"Divonne-les-B, piscine",46.353099,6.143397,,1401725
"Divonne-les-B, Perdtemps",46.356078,6.144978,,1401724
"Divonne-les-B, Ancienne gare",46.353479,6.136884,,1400594
"Divonne-les-B, Arbère",46.350531,6.132262,,1401721
"Gingins, poste",46.407716,6.178776,,8501967
"Gingins, ouest",46.407466,6.176505,,8570007
"Chéserex, Au Courtillet",46.399331,6.173119,,8580603
"Chéserex, A l'Oche",46.400364,6.175393,,8570006
"Grens, village",46.394788,6.19188,,8501968
"Signy, centre commercial",46.397874,6.205414,,8570005
"Signy, village",46.390567,6.202344,,8501970
"Signy, Le Glassey",46.389707,6.197722,,8501969
"Eysins, Petit-Eysins",46.386343,6.205262,,8595175
"Eysins, est",46.383513,6.208082,,8579308
"Eysins, Terre-Bonne nord",46.385296,6.21488,,8595905:B
"Nyon, route de Signy",46.388417,6.224821,,8570002
"Nyon, ch. Monastier",46.385321,6.230688,,8570001
"Nyon, Terre-Bonne",46.383513,6.213893,,8594847:C
"Divonne-les-B, Vésenex",46.36818,6.157498,,1401727
"Divonne-les-B, Rue de La Scie",46.360861,6.146416,,1401726
"Gex, L'Aiglette",46.335556,6.068333,,1401756:Z
"Gex, Georges Charpak",46.335572,6.067511,,1401755:X
"Gex, centre",46.331913,6.05955,,1400719:V
"Nyon, Musée du Léman",46.380253,6.24118,,8511579
"Nyon, CESSOUEST",46.383319,6.231019,,8579305
"Nyon, hôpital",46.382849,6.225777,,8579306
"Nyon, Tattes d'Oie",46.384303,6.22126,,8593901
"Nyon, Les Jouvencelles",46.385747,6.219992,,8593888
"Nyon, Fontaine",46.387357,6.22119,,8595596
"Nyon, Petite Prairie",46.390785,6.22168,,8595598
"Nyon, route de Divonne",46.383738,6.223105,,8593893
"Nyon, route du Boiron",46.380133,6.214944,,8593895
"Nyon, ch. Valmont",46.381483,6.219997,,8593876
"Nyon, centre ville",46.383075,6.235957,,8593874:E
"Nyon, Marens",46.387136,6.227822,,8593891
"Nyon, La Levratte",46.388748,6.228818,,8593885
"Nyon, chemin de Bourgogne",46.39054,6.230769,,8593879:
"Nyon, chemin du Reposoir",46.391782,6.229075,,8593884
"Nyon, rte de Saint-Cergue",46.392533,6.231139,,8593898
"Nyon, La Paix",46.391529,6.234703,,8593886
"Nyon, Chantemerle",46.393005,6.237191,,8593878:B
"Nyon, chemin des Plantaz",46.391698,6.233862,,8593881
"Nyon, Bel Automne",46.392449,6.231687,,8593873
"Nyon, Le Groseillier",46.393474,6.230819,,8593887
"Prangins, Les Clos",46.392063,6.249913,,8502812
"Prangins, temple",46.394312,6.249628,,8588676
"Prangins, gare",46.396079,6.245202,,8588675
"Prangins, Les Mélèzes",46.393875,6.242864,,8588674
"Prangins, Pont de la Redoute",46.391131,6.241471,,8588672
"Nyon, La Redoute",46.391636,6.238141,,8570008:
"Nyon, rte de l'Etraz",46.388637,6.23874,,8593897
"Nyon, chemin du Vallon",46.386902,6.240468,,8593883
"Nyon, Mafroi",46.384847,6.240874,,8593890
"Nyon, rue St-Jean",46.383738,6.240101,,8593899
"Prangins, Sus-Gare",46.396724,6.243724,,8588678
"Prangins, La Tuilière",46.399496,6.245757,,8588679
"Prangins, Tour d'Eau",46.402688,6.248566,,8588683
"Prangins, Bénex-Dessus",46.400852,6.251887,,8595653
"Prangins, Les Morettes",46.399252,6.25245,,8588681
"Prangins, La Bruyère",46.397253,6.251605,,8588680
