rank,title,url,organization,relevance_score,spatial_score,name_match_score,thematic_score,usability_score,matched_places,matched_themes,formats,zurich_relevant,description
1839,,https://opendata.swiss/en/dataset/einnahmen-aus-umweltbezogenen-abgaben-nach-abgabenkategorie-seit-1997,Amt für Statistik,30.25,30.0,0.0,25.0,100.0,,noise_environment,"HTML, JSON",False,
1840,,https://opendata.swiss/en/dataset/einnahmen-der-gemeinden-aus-umweltbezogenen-abgaben-nach-abgabenkategorie-seit-2005,Amt für Statistik,30.25,30.0,0.0,25.0,100.0,,noise_environment,"HTML, JSON",False,
1841,,https://opendata.swiss/en/dataset/anzahl-zusatzleistungs-falle-der-stadt-zurich-nach-rentenart-ahv-iv-hv-und-wohnsituation-wohnun1,Ville de Zurich,30.25,30.0,0.0,25.0,100.0,,urban_planning,CSV,True,
1842,,https://opendata.swiss/en/dataset/stadtklima-zurich-standorte-messstationen-messnetz-meteoblue,Ville de Zurich,30.25,30.0,0.0,25.0,100.0,,noise_environment,CSV,True,
1843,,https://opendata.swiss/en/dataset/stadtklima-zurich-bereinigte-temperaturmessungen-messnetz-meteoblue,Ville de Zurich,30.25,30.0,0.0,25.0,100.0,,noise_environment,"CSV, OCTET",True,
1844,,https://opendata.swiss/en/dataset/fahrzeugflotte-der-kantonalen-verwaltung-zurich,"Amt für Abfall, Wasser, Energie und Luft Kanton Zürich",30.25,30.0,0.0,25.0,100.0,,noise_environment,CSV,True,
1845,,https://opendata.swiss/en/dataset/baukosten-bauvolumen-nach-art-der-auftraggeber-seit-2015,Amt für Statistik,30.25,30.0,0.0,25.0,100.0,,urban_planning,"HTML, JSON",False,
1846,,https://opendata.swiss/en/dataset/einzelbasis-baukredite-nach-domizil-und-baukategorie-seit-20171,Amt für Statistik,30.25,30.0,0.0,25.0,100.0,,urban_planning,"HTML, JSON",False,
1847,,https://opendata.swiss/en/dataset/nutzungsplanung-kommunale-bau-und-zonenordnung-bzo,Ville de Zurich,30.25,30.0,0.0,25.0,100.0,,urban_planning,"DXF, GPKG, JSON, SHP, WFS, WMS, XML",True,
1848,,https://opendata.swiss/en/dataset/kunst-am-bau-standort-und-informationen-wms,Stadt Luzern,30.25,30.0,0.0,25.0,100.0,,urban_planning,WMS,False,
1849,,https://opendata.swiss/en/dataset/kunst-am-bau-standort-und-informationen-wfs,Stadt Luzern,30.25,30.0,0.0,25.0,100.0,,urban_planning,WFS,False,
1850,,https://opendata.swiss/en/dataset/nutzungsplanung-kommunale-bau-und-zonenordnung-1999-bzo99,Ville de Zurich,30.25,30.0,0.0,25.0,100.0,,urban_planning,"DXF, GPKG, JSON, SHP, WFS, WMS, XML",True,
1851,Volksinitative vom 8. Juli 2008 «Gegen den Bau von Minaretten»,https://opendata.swiss/en/dataset/volksinitative-vom-8-juli-2008-gegen-den-bau-von-minaretten,Staatskanzlei Zug,30.25,30.0,0.0,25.0,100.0,,urban_planning,"CSV, JSON",False,"Résultats finaux du vote fédéral ""Volksinitative vom 8. Juli 2008 «Gegen den Bau von Minaretten»"", 29 novembre 2009, Kanton Zug, répartis par municipalités."
1852,,https://opendata.swiss/en/dataset/bauprojekte-nach-art-der-auftraggeber-und-gemeinde-seit-2015,Amt für Statistik,30.25,30.0,0.0,25.0,100.0,,urban_planning,"HTML, JSON",False,
1853,,https://opendata.swiss/en/dataset/bauvolumen-nach-art-der-bauwerke-und-art-der-arbeiten-seit-2015,Amt für Statistik,30.25,30.0,0.0,25.0,100.0,,urban_planning,"HTML, JSON",False,
1854,,https://opendata.swiss/en/dataset/unfalle-und-unfalle-pro-1000-versicherte-beschaftigte-nach-versicherungszweig-und-art-des-2005,Amt für Statistik,30.25,30.0,0.0,25.0,100.0,,safety,"HTML, JSON",False,
1855,,https://opendata.swiss/en/dataset/leistungen-und-leistungen-pro-unfall-nach-versicherungszweig-seit-2005,Amt für Statistik,30.25,30.0,0.0,25.0,100.0,,safety,"HTML, JSON",False,
1856,,https://opendata.swiss/en/dataset/berufsunfallversicherung-beschaftigte-lohnsumme-unfalle-und-leistungen-in-nach-wirtschafts-20081,Amt für Statistik,30.25,30.0,0.0,25.0,100.0,,safety,"HTML, JSON",False,
1857,,https://opendata.swiss/en/dataset/berufsunfallversicherung-verteilung-der-lohnsumme-unfalle-und-leistungen-in-nach-geschlech-2002,Amt für Statistik,30.25,30.0,0.0,25.0,100.0,,safety,"HTML, JSON",False,
1858,,https://opendata.swiss/en/dataset/fatal-avalanche-accidents-in-switzerland-since-1995-1996,EnviDat: le portail de données environnementales,30.25,30.0,0.0,25.0,100.0,,safety,CSV,False,
1859,,https://opendata.swiss/en/dataset/unfallversicherer-nach-referenzgrosse-und-versicherungszweig-seit-2005,Amt für Statistik,30.25,30.0,0.0,25.0,100.0,,safety,"HTML, JSON",False,
1860,,https://opendata.swiss/en/dataset/unfallversicherer-nach-kennzahl-einheit-und-versicherungszweig-seit-2005,Amt für Statistik,30.25,30.0,0.0,25.0,100.0,,safety,"HTML, JSON",False,
1861,,https://opendata.swiss/en/dataset/versicherungsleistungen-nach-versicherungszweig-und-kostenart-seit-2005,Amt für Statistik,30.25,30.0,0.0,25.0,100.0,,safety,"HTML, JSON",False,
1862,,https://opendata.swiss/en/dataset/betriebsrechnung-in-chf-nach-bilanzposition-und-versicherungszweig-seit-2005,Amt für Statistik,30.25,30.0,0.0,25.0,100.0,,safety,"HTML, JSON",False,
1863,,https://opendata.swiss/en/dataset/rentenzahlungen-nach-versicherungszweig-rentenart-und-rententeil-seit-2005,Amt für Statistik,30.25,30.0,0.0,25.0,100.0,,safety,"HTML, JSON",False,
1864,,https://opendata.swiss/en/dataset/rucklagen-der-versicherungen-nach-art-der-rucklage-und-versicherungszweig-seit-2005,Amt für Statistik,30.25,30.0,0.0,25.0,100.0,,safety,"HTML, JSON",False,
1865,,https://opendata.swiss/en/dataset/notfalltreffpunkte6,Canton de Bâle-Ville,30.25,30.0,0.0,25.0,100.0,,safety,"CSV, GPX, JSON, JSON-LD, KML, N3, OCTET, PARQUET, RDF TURTLE, RDF XML, TXT, XLS, ZIP",False,
1866,,https://opendata.swiss/en/dataset/newsfeed-medienmitteilungen-der-stadtpolizei-st-gallen,Ville de Saint-Gall,30.25,30.0,0.0,25.0,100.0,,safety,"CSV, JSON, JSON-LD, N3, PARQUET, RDF TURTLE, RDF XML, XLS",False,
1867,,https://opendata.swiss/en/dataset/polizeilich-registrierte-straftaten-gemass-strafgesetzbuch,Canton de Zoug,30.25,30.0,0.0,25.0,100.0,,safety,"CSV, JSON",False,
1868,Bundesgesetz vom 25. September 2020 über polizeiliche Massnahmen zur Bekämpfung von Terrorismus (PMT),https://opendata.swiss/en/dataset/bundesgesetz-vom-25-september-2020-uber-polizeiliche-massnahmen-zur-bekampfung-von-terrorismus-1,Staatskanzlei Zug,30.25,30.0,0.0,25.0,100.0,,safety,"CSV, JSON",False,"Résultats finaux du vote fédéral ""Bundesgesetz vom 25. September 2020 über polizeiliche Massnahmen zur Bekämpfung von Terrorismus (PMT)"", 13 juin 2021, Kanton Zug, répartis par municipalités."
1869,Bundesgesetz vom 25. September 2020 über polizeiliche Massnahmen zur Bekämpfung von Terrorismus (PMT) ,https://opendata.swiss/en/dataset/bundesgesetz-vom-25-september-2020-uber-polizeiliche-massnahmen-zur-bekampfung-von-terrorismus-2,Canton de Bâle-Campagne,30.25,30.0,0.0,25.0,100.0,,safety,"CSV, JSON",False,"Résultats finaux du vote fédéral ""Bundesgesetz vom 25. September 2020 über polizeiliche Massnahmen zur Bekämpfung von Terrorismus (PMT) "", 13 juin 2021, Kanton Basel-Landschaft, répartis par municipal"
1870,Loi fédérale sur les mesures policières de lutte contre le terrorisme (MPT),https://opendata.swiss/en/dataset/bundesgesetz-uber-polizeiliche-massnahmen-zur-bekampfung-von-terrorismus-pmt,Chancellerie d’État des Grisons,30.25,30.0,0.0,25.0,100.0,,safety,"CSV, JSON",False,"Résultats finaux du vote fédéral ""Loi fédérale sur les mesures policières de lutte contre le terrorisme (MPT)"", 13 juin 2021, Graubünden - Grischun - Grigioni, répartis par municipalités."
1871,,https://opendata.swiss/en/dataset/geschwindigkeitsmonitoring-einzelmessungen-ab-2024,Canton de Bâle-Ville,30.25,30.0,0.0,25.0,100.0,,safety,"CSV, GPX, JSON, JSON-LD, KML, N3, OCTET, PARQUET, RDF TURTLE, RDF XML, TXT, XLS, ZIP",False,
1872,,https://opendata.swiss/en/dataset/geschwindigkeitsmonitoring-kennzahlen-pro-mess-standort,Canton de Bâle-Ville,30.25,30.0,0.0,25.0,100.0,,safety,"CSV, GPX, JSON, JSON-LD, KML, N3, OCTET, PARQUET, RDF TURTLE, RDF XML, TXT, XLS, ZIP",False,
1873,,https://opendata.swiss/en/dataset/gewalt-und-drohung-gegen-behorden-und-beamte,Ville de Zurich,30.25,30.0,0.0,25.0,100.0,,safety,CSV,True,
1874,,https://opendata.swiss/en/dataset/bevolkerungsschutzregionen,AGIS Service Center Kanton Aargau,30.25,30.0,0.0,25.0,100.0,,safety,"SERVICE, WMS",False,
1875,,https://opendata.swiss/en/dataset/polizeiposten-regionalpolizei,AGIS Service Center Kanton Aargau,30.25,30.0,0.0,25.0,100.0,,safety,"SERVICE, WMS",False,
1876,,https://opendata.swiss/en/dataset/regionen-regionalpolizei,AGIS Service Center Kanton Aargau,30.25,30.0,0.0,25.0,100.0,,safety,"SERVICE, WMS",False,
1877,Bovins - Poids vifs des vaches présentées aux marchés publics pour bétail de boucherie,https://opendata.swiss/en/dataset/rinder-lebendgewichte-von-kuhen-an-offentlichen-schlachtviehmarkten,Identitas AG,30.25,30.0,0.0,25.0,100.0,,public_space,CSV,False,Répartition des poids vifs (en kg) des vaches par an de l'abattage et par type de race (races laitières ou races à viande) présentées aux marchés publics pour bétail de boucherie. Il s'agit de vaches 
1878,Prix de marché de référence pour la prime de marché flottante selon l’art. 30aquinquies OEneR,https://opendata.swiss/en/dataset/referenz-marktpreise-fur-die-gleitende-marktpramie-gemass-art-30aquinquies-enfv,Office fédéral de l'énergie OFEN,30.25,30.0,0.0,25.0,100.0,,public_space,"CSV, XML",False,"Les prix du marché de référence sont déterminants pour fixer la prime de marché flottante, soit la différence entre le taux de rétribution et le prix de marché de référence. Le prix de marché de référ"
1879,Parts de marché des groupes de chaînes,https://opendata.swiss/en/dataset/marktanteile-der-sendergruppen,Office fédéral de la communication OFCOM,30.25,30.0,0.0,25.0,100.0,,public_space,"HTML, SPARQL",False,"Cet ensemble de données contient des informations sur les parts de marché des groupes de chaînes de télévision en Suisse. La part de marché est indiquée en %, c'est-à-dire le pourcentage de la durée d"
1880,,https://opendata.swiss/en/dataset/legacy-effects-of-premature-defoliation-in-response-to-an-extreme-drought-event-modulate-phytoc,EnviDat: le portail de données environnementales,30.25,30.0,0.0,25.0,100.0,,noise_environment,XLS,False,
1881,Spielplatz,https://opendata.swiss/en/dataset/spielplatz,Stadt Winterthur,30.25,30.0,0.0,25.0,100.0,,public_space,"WFS, WMS",True,"Die öffentlichen Kinderspielplätze der Stadt Winterthur, die von Stadtgrün Winterthur betrieben werden."
1882,,https://opendata.swiss/en/dataset/spielen-in-basel-spielplatze,Canton de Bâle-Ville,30.25,30.0,0.0,25.0,100.0,,public_space,"CSV, GPX, JSON, JSON-LD, KML, N3, OCTET, PARQUET, RDF TURTLE, RDF XML, TXT, XLS, ZIP",False,
1883,,https://opendata.swiss/en/dataset/spielplatz-gerate-wms,Stadt Luzern,30.25,30.0,0.0,25.0,100.0,,public_space,WMS,False,
1884,,https://opendata.swiss/en/dataset/spielplatz-gerate-wfs,Stadt Luzern,30.25,30.0,0.0,25.0,100.0,,public_space,WFS,False,
1885,,https://opendata.swiss/en/dataset/spielplatz-anlagen-wms,Stadt Luzern,30.25,30.0,0.0,25.0,100.0,,public_space,WMS,False,
1886,,https://opendata.swiss/en/dataset/spielplatz-anlagen-wfs,Stadt Luzern,30.25,30.0,0.0,25.0,100.0,,public_space,WFS,False,
1887,,https://opendata.swiss/en/dataset/poi-offentliche-spielplatze,Ville de Zurich,30.25,30.0,0.0,25.0,100.0,,public_space,"CSV, GPKG, JSON, SHP, WFS, WMS, WMTS, ZIP",True,
1888,,https://opendata.swiss/en/dataset/offentliche-spielplatze-standort-und-informationen-wms,Stadt Luzern,30.25,30.0,0.0,25.0,100.0,,public_space,WMS,False,
1889,,https://opendata.swiss/en/dataset/offentliche-spielplatze-standort-und-informationen-wfs,Stadt Luzern,30.25,30.0,0.0,25.0,100.0,,public_space,WFS,False,
1890,Équidés - Passeports équins par lieu de naissance,https://opendata.swiss/en/dataset/equiden-equidenpasse-nach-geburtsort,Identitas AG,30.25,30.0,0.0,25.0,100.0,,public_space,CSV,False,Proportion des passeports émis pour des équidés étant nés en Suisse et au Liechtenstein par catégorie d'émetteur.
1891,,https://opendata.swiss/en/dataset/playground-biodiversity-and-preschool-children-well-being,EnviDat: le portail de données environnementales,30.25,30.0,0.0,25.0,100.0,,public_space,"PDF, XLS",False,
1892,,https://opendata.swiss/en/dataset/einburgerungen-nach-einburgerungsart-und-wohnsitz-seit-19701,Amt für Statistik,30.25,30.0,0.0,25.0,100.0,,public_space,"HTML, JSON",False,
1893,,https://opendata.swiss/en/dataset/brunnen2,Ville de Zurich,30.25,30.0,0.0,25.0,100.0,,public_space,"CSV, DXF, GPKG, JSON, SHP, WFS, WMS, XML",True,
1894,,https://opendata.swiss/en/dataset/bade-trinkwasser-und-zierbrunnen-in-basel,Canton de Bâle-Ville,30.25,30.0,0.0,25.0,100.0,,public_space,"CSV, GPX, JSON, JSON-LD, KML, N3, OCTET, PARQUET, RDF TURTLE, RDF XML, TXT, XLS, ZIP",False,
1895,,https://opendata.swiss/en/dataset/wasserverbrauch-im-kanton-basel-stadt-und-in-binningen-seit-1951,Canton de Bâle-Ville,30.25,30.0,0.0,25.0,100.0,,public_space,"CSV, JSON, JSON-LD, N3, PARQUET, RDF TURTLE, RDF XML, XLS",False,
1896,,https://opendata.swiss/en/dataset/kulturobjekte-im-kulturlandplan-themenspezifischer-auszug-aus-den-nutzungsplandaten,AGIS Service Center Kanton Aargau,30.25,30.0,0.0,25.0,100.0,,public_space,"SERVICE, WMS",False,
1897,Catalogue raisonné of the artist Eva Aeppli (1925–2015),https://opendata.swiss/en/dataset/werkverzeichnis-der-kunstlerin-eva-aeppli-1925-2015,Institut suisse pour l’étude de l’art (SIK-ISEA),30.25,30.0,0.0,25.0,100.0,,public_space,CSV,False,Le jeu de données contient des images et les métadonnées d'environ 400 œuvres artistiques provenant du catalogue raisonné électronique (www.eva-aeppli.ch) publié par l'Institut suisse d'études artisti
1898,,https://opendata.swiss/en/dataset/kurzinventarobjekte,AGIS Service Center Kanton Aargau,30.25,30.0,0.0,25.0,100.0,,public_space,"SERVICE, WMS",False,
1899,,https://opendata.swiss/en/dataset/brunnenkataster,Ville de Saint-Gall,30.25,30.0,0.0,25.0,100.0,,public_space,"CSV, GPX, JSON, JSON-LD, KML, N3, OCTET, PARQUET, RDF TURTLE, RDF XML, TXT, XLS, ZIP",False,
1900,,https://opendata.swiss/en/dataset/nutzungsplanung-objektbezogene-uberlagerungen-im-bauzonen-und-kulturlandplan,AGIS Service Center Kanton Aargau,30.25,30.0,0.0,25.0,100.0,,public_space,"SERVICE, WMS",False,
1901,,https://opendata.swiss/en/dataset/liste-der-informationstafeln-an-denkmalschutz-objekten,Ville de Zurich,30.25,30.0,0.0,25.0,100.0,,public_space,"CSV, DXF, GPKG, JSON, SHP, WFS, WMS, XML",True,
1902,LiDAR Fribourg 2016: Orthophoto technique,https://opendata.swiss/en/dataset/lidar-fribourg-2016-orthophoto-technique,Geoinformation Canton Fribourg,30.19,50.0,20.0,18.75,30.0,"broye, la broye",digital,"PDF, SERVICE",False,L’orthophoto technique est une photo aérienne calculée sans correction manuelle de la radiométrie et de la géométrie. Elle a été réalisée durant l’acquisition LiDAR. La campagne de vol a eu lieu d’oct
1903,Carte de base de la desserte des forêts,https://opendata.swiss/en/dataset/grundlagenkarte-walderschliessung,Office de l'information géographique du canton de Berne,30.0,30.0,20.0,0.0,100.0,"la pra, le sout",,"GPKG, PARQUET, SHP",False,"Le produit montre l'état actuel de la desserte des forêts dans une perspective cantonale. À l'aide de modèles, une carte de référence de la qualité de la desserte et une carte de la densité de dessert"
1904,"Mariages, par nationalité des conjoints et commune, dès 1969",https://opendata.swiss/en/dataset/heiraten-nach-staatsangehorigkeit-der-ehepartner-und-gemeinde-ab-1969,Service de la statistique et de la donnée Fribourg,30.0,30.0,20.0,0.0,100.0,"les conversions, les mariages",,"CSV, JSON, JSON-LD, N3, PARQUET, RDF TURTLE, RDF XML, XLS",False,"Ce jeu de données présente les mariages, par nationalité des conjoints et commune, dès 1969.A partir de 2022, sont compris les mariages entre personnes de sexe différent, ceux entre personnes de même "
1905,Agglo - Infrastructure écologique,https://opendata.swiss/en/dataset/agglo-infrastructure-ecologique1,Canton de Genève,30.0,30.0,20.0,0.0,100.0,"genève, nyon",,"API, WFS",False,"Le Pôle métropolitain du Genevois francais, la Région de Nyon et l'Etat de Genève se sont associé pour disposer d'une cartographie de l'Infrastructure Écologique (IE) à l'échelle du Grand Genève et de"
1906,Agglo - Infrastructure écologique - Diagnostic,https://opendata.swiss/en/dataset/agglo-infrastructure-ecologique-diagnostic1,Canton de Genève,30.0,30.0,20.0,0.0,100.0,"genève, nyon",,"API, WFS",False,"Le Pôle métropolitain du Genevois francais, la Région de Nyon et l'Etat de Genève se sont associé pour disposer d'une cartographie de l'Infrastructure Écologique (IE) à l'échelle du Grand Genève et de"
1907,Réseau d'assainissement des eaux - Sous bassins versant,https://opendata.swiss/en/dataset/reseau-dassainissement-des-eaux-sous-bassins-versant1,Canton de Genève,30.0,30.0,20.0,0.0,100.0,"bassins, genève",,"API, SERVICE, WFS",False,"Un bassin versant est une portion de territoire dont les eaux ont un exutoire commun. Lorsqu'un bassin versant est subdivisé en de plus petites unités, on parle de sous bassin versant. En hydrologie u"
1908,Bassins versants du graphe de l'eau,https://opendata.swiss/en/dataset/bassins-versants-du-graphe-de-leau1,Canton de Genève,30.0,30.0,20.0,0.0,100.0,"bassins, genève",,"API, SERVICE, WFS",False,"Les bassins versants du Graphe Eau représentent la surface drainée par tous les cours d'eau individuels du bassin hydrographique genevois. Au nombre de 349, ils sont obtenus par agrégation des fractio"
1909,Inventaire des érosions dues aux cours d'eau,https://opendata.swiss/en/dataset/inventaire-des-erosions-dues-aux-cours-deau1,Canton de Genève,30.0,30.0,20.0,0.0,100.0,"brèche, genève",,"API, SERVICE, WFS",False,"La combinaison des classes d'intensité avec les classes de probabilité permettent de décrire les degrés de danger érosion (indexés de 1 à 9). Pour les érosions, les critères adoptés dépendent de la pr"
1910,Stratégie d'arborisation de l'aire urbaine,https://opendata.swiss/en/dataset/strategie-darborisation-de-laire-urbaine1,Canton de Genève,30.0,30.0,20.0,0.0,100.0,"genève, l'aire",,"API, SERVICE, WFS",False,Cette couche résume les principales informations de la Stratégie d'arborisation de l'aire urbaine genevoise (SAG). Toutes les données de la SAG se basent sur une représentation du taux de canopée à l'
1911,Agglo - Espaces à enjeux paysagers,https://opendata.swiss/en/dataset/agglo-espaces-a-enjeux-paysagers1,Canton de Genève,30.0,30.0,20.0,0.0,100.0,"genève, le mail",,"API, SERVICE, WFS",False,"35 espaces à enjeux paysagers ont été identifiés dans le Projet paysage 2, composante du 2ème projet d'agglomération du Grand Genève, signé en juin 2012. Parmi ces espaces, ont été sélectionnés 10 pro"
1912,"Bourses: montant selon le sexe, l'âge et diverses caractéristiques de la formation, par canton",https://opendata.swiss/en/dataset/stipendien-betrag-nach-geschlecht-alter-und-ausgewahlten-ausbildungsmerkmalen-nach-kanton4,Office fédéral de la statistique OFS,30.0,40.0,10.0,0.0,100.0,montant,,"HTML, XLS",False,
1913,LiDAR 2019 - Courbes de niveau,https://opendata.swiss/en/dataset/lidar-2019-courbes-de-niveau,Ville de Lausanne,30.0,30.0,20.0,0.0,100.0,"lausanne, les courbes",,"DXF, GPKG, SERVICE, SHP",False,"Les courbes de niveau sont calculées sur la base du MNT, lui-même issu du produit LiDAR swissALTI3D de ©swisstopo, et donnent une information sur la topographie du terrain. Elles représentent le lieu "
1914,Surface agricole utile sans les alpages,https://opendata.swiss/en/dataset/landwirtschaftliche-nutzflache-ohne-sommerungsweiden7,Office fédéral de la statistique OFS,30.0,40.0,10.0,0.0,100.0,marais,,"HTML, XLS",False,"Ce dataset présente les chiffres annuels de la surface agricole utile sans les alpages selon l'utilisation (terres ouvertes, prairies artificielles, prés naturels et pâturages (hors alpages), vigne, c"
1915,"Surface agricole utile, dès 1975",https://opendata.swiss/en/dataset/landwirtschaftliche-nutzflache-ab-1975,Service de la statistique et de la donnée Fribourg,30.0,30.0,20.0,0.0,100.0,"champs, es champs",,"CSV, JSON, JSON-LD, N3, PARQUET, RDF TURTLE, RDF XML, XLS",False,"Ce jeu de données présente la surface agricole utile (SAU, en ha) dans le canton de Fribourg depuis 1975, par district et commune. La SAU correspond aux surfaces utilisées pour la production végétale,"
1916,Carte synoptique des dangers hydrologiques (uniquement cours d'eau latéraux),https://opendata.swiss/en/dataset/gefahrenkarte-hochwasser-gefahrengebiet,Canton du Valais - CC GEO,30.0,50.0,0.0,0.0,100.0,,,"API, SERVICE, WMS",False,Inventaire géographique des zones exposées à des dangers hydrologiques par processus principal concernant uniquement les cours d'eaux latéraux et comprenant le danger indicatif.
1917,,https://opendata.swiss/en/dataset/shopping-in-zurich-zurich-tourismus1,Ville de Zurich,29.19,30.0,0.0,68.75,20.0,,"public_space, tourism_heritage, transport",API,True,
1918,"swissBATHY3D, données bathymétriques des lacs suisses",https://opendata.swiss/en/dataset/swissbathy3d-bathymetrische-daten-von-schweizer-seen,Office fédéral de topographie swisstopo,29.19,40.0,0.0,68.75,0.0,,"digital, energy, tourism_heritage",,False,swissBATHY3D contient des données bathymétriques sous la forme d’un modèle altimétrique numérique très précis qui décrit la topographie du fond de certains lacs suisses.
1919,Annuaire statistique de la Suisse 2011,https://opendata.swiss/en/dataset/statistisches-jahrbuch-der-schweiz-2011,Office fédéral de la statistique OFS,29.12,30.0,0.0,62.5,30.0,,"coworking, noise_environment, population","HTML, PDF",False,L'Annuaire statistique de la Suisse constitue depuis 1891 le plus important ouvrage de référence quantitatif sur la Suisse. Publié par l'Office fédéral de la statistique l'Annuaire présente chaque ann
1920,Annuaire statistique de la Suisse 2010,https://opendata.swiss/en/dataset/statistisches-jahrbuch-der-schweiz-2010,Office fédéral de la statistique OFS,29.12,30.0,0.0,62.5,30.0,,"coworking, noise_environment, population","HTML, PDF",False,L'Annuaire statistique de la Suisse constitue depuis 1891 le plus important ouvrage de référence quantitatif sur la Suisse. Publié par l'Office fédéral de la statistique l'Annuaire présente chaque ann
1921,Annuaire statistique de la Suisse 2009,https://opendata.swiss/en/dataset/statistisches-jahrbuch-der-schweiz-2009,Office fédéral de la statistique OFS,29.12,30.0,0.0,62.5,30.0,,"coworking, noise_environment, population","HTML, PDF",False,L'Annuaire statistique de la Suisse constitue depuis 1891 le plus important ouvrage de référence quantitatif sur la Suisse. Publié par l'Office fédéral de la statistique l'Annuaire présente chaque ann
1922,Annuaire statistique de la Suisse 2013,https://opendata.swiss/en/dataset/statistisches-jahrbuch-der-schweiz-2013,Office fédéral de la statistique OFS,29.12,30.0,0.0,62.5,30.0,,"coworking, noise_environment, population","HTML, PDF",False,L'Annuaire statistique de la Suisse constitue depuis 1891 le plus important ouvrage de référence quantitatif sur la Suisse. Publié par l'Office fédéral de la statistique l'Annuaire présente chaque ann
1923,Annuaire statistique de la Suisse 2012,https://opendata.swiss/en/dataset/statistisches-jahrbuch-der-schweiz-2012,Office fédéral de la statistique OFS,29.12,30.0,0.0,62.5,30.0,,"coworking, noise_environment, population","HTML, PDF",False,L'Annuaire statistique de la Suisse constitue depuis 1891 le plus important ouvrage de référence quantitatif sur la Suisse. Publié par l'Office fédéral de la statistique l'Annuaire présente chaque ann
1924,Annuaire statistique de la Suisse 2016,https://opendata.swiss/en/dataset/statistisches-jahrbuch-der-schweiz-2016,Office fédéral de la statistique OFS,29.12,30.0,0.0,62.5,30.0,,"coworking, noise_environment, population","HTML, PDF",False,L'Annuaire statistique de la Suisse constitue depuis 1891 le plus important ouvrage de référence quantitatif sur la Suisse. Publié par l'Office fédéral de la statistique l'Annuaire présente chaque ann
1925,Annuaire statistique de la Suisse 2017,https://opendata.swiss/en/dataset/statistisches-jahrbuch-der-schweiz-2017,Office fédéral de la statistique OFS,29.12,30.0,0.0,62.5,30.0,,"coworking, noise_environment, population","HTML, PDF",False,L'Annuaire statistique de la Suisse constitue depuis 1891 le plus important ouvrage de référence quantitatif sur la Suisse. Publié par l'Office fédéral de la statistique l'Annuaire présente chaque ann
1926,Annuaire statistique de la Suisse 2019,https://opendata.swiss/en/dataset/statistisches-jahrbuch-der-schweiz-2019,Office fédéral de la statistique OFS,29.12,30.0,0.0,62.5,30.0,,"coworking, noise_environment, population","HTML, PDF",False,"L'Annuaire statistique de la Suisse constitue depuis 1891 le plus important ouvrage de référence quantitatif sur la Suisse. Publié par l'Office fédéral de la statistique, l'Annuaire présente chaque an"
1927,Annuaire statistique de la Suisse 2015,https://opendata.swiss/en/dataset/statistisches-jahrbuch-der-schweiz-2015,Office fédéral de la statistique OFS,29.12,30.0,0.0,62.5,30.0,,"coworking, noise_environment, population","HTML, PDF",False,L'Annuaire statistique de la Suisse constitue depuis 1891 le plus important ouvrage de référence quantitatif sur la Suisse. Publié par l'Office fédéral de la statistique l'Annuaire présente chaque ann
1928,Annuaire statistique de la Suisse 2014,https://opendata.swiss/en/dataset/statistisches-jahrbuch-der-schweiz-2014,Office fédéral de la statistique OFS,29.12,30.0,0.0,62.5,30.0,,"coworking, noise_environment, population","HTML, PDF",False,L'Annuaire statistique de la Suisse constitue depuis 1891 le plus important ouvrage de référence quantitatif sur la Suisse. Publié par l'Office fédéral de la statistique l'Annuaire présente chaque ann
1929,Annuaire statistique de la Suisse 2018,https://opendata.swiss/en/dataset/statistisches-jahrbuch-der-schweiz-2018,Office fédéral de la statistique OFS,29.12,30.0,0.0,62.5,30.0,,"coworking, noise_environment, population","HTML, PDF",False,L'Annuaire statistique de la Suisse constitue depuis 1891 le plus important ouvrage de référence quantitatif sur la Suisse. Publié par l'Office fédéral de la statistique l'Annuaire présente sur 664 pa
1930,Annuaire statistique de la Suisse 2008,https://opendata.swiss/en/dataset/statistisches-jahrbuch-der-schweiz-2008,Office fédéral de la statistique OFS,29.12,30.0,0.0,62.5,30.0,,"coworking, noise_environment, population","HTML, PDF",False,L'Annuaire statistique de la Suisse constitue depuis 1891 le plus important ouvrage de référence quantitatif sur la Suisse. Publié par l'Office fédéral de la statistique l'Annuaire présente chaque ann
1931,"Projets dans la construction par genre de maîtres d'ouvrage et par catégorie d'ouvrage, 1995-2012",https://opendata.swiss/en/dataset/bauvorhaben-nach-art-der-auftraggeber-und-nach-kategorie-der-bauwerke-1995-2012,Office fédéral de la statistique OFS,29.12,30.0,0.0,62.5,30.0,,"public_space, urban_planning","HTML, SERVICE",False,"Ce dataset présente les chiffres annuels des projets dans la construction selon le canton et la commune, le genre de maîtres d'ouvrage (publics, privés) et la catégorie d'ouvrage (infrastructure, form"
1932,Points d'intérêt touristiques,https://opendata.swiss/en/dataset/points-dinteret-touristiques,Canton du Jura,29.06,10.0,10.0,56.25,60.0,château,"population, public_space, urban_planning",ZIP,False,"Regroupe différentes points d'intérêt touristiques, tels que : - Auberge de jeunesse - Cabanes des Amis de la Nature et du Club Alpin Suisse - Château - Patinoire - Piscines publiques - Télébob - Télé"
